"promotion","promotion_cnt","year","month","months_since_promotion_max","comparatio_last","awards_points_cnt_sum_last","awards_bonus_cnt_sum_last","awards_peer_cnt_sum_last","supervisor_Y_last","tenure_in_months_last","region_America","region_Asia"
0,1,2012,12,27,0.7272,0,0,0,0,47,FALSE,TRUE
0,0,2012,5,40,0.889,0,0,0,0,40,FALSE,TRUE
0,1,2012,8,23,0.7412,0,0,0,0,43,FALSE,TRUE
0,1,2012,8,23,0.7342,0,0,0,0,43,FALSE,TRUE
0,1,2012,2,17,0.669,0,0,0,0,37,FALSE,TRUE
0,1,2019,6,105,1.0846,8,0,5,0,125,FALSE,TRUE
0,1,2011,12,15,0.9724,0,0,0,0,35,FALSE,TRUE
0,1,2011,12,15,0.9724,0,0,0,0,35,FALSE,TRUE
0,0,2009,11,10,0.9724,0,0,0,0,10,FALSE,FALSE
0,0,2019,6,8,1,0,0,0,0,1,TRUE,FALSE
0,0,2014,1,35,0.8846,0,0,0,0,35,TRUE,FALSE
0,0,2009,2,1,0.9724,0,0,0,0,1,TRUE,FALSE
0,0,2019,6,125,1.0281,4,2,0,0,125,TRUE,FALSE
1,0,2014,5,14,0.8251,0,0,0,0,15,FALSE,TRUE
1,1,2019,3,57,0.9647,18,0,3,0,73,FALSE,TRUE
0,2,2019,6,2,0.8607,1,0,3,0,76,FALSE,TRUE
1,0,2011,7,10,0.7853,0,0,0,0,10,TRUE,FALSE
1,1,2012,8,12,0.8115,0,0,0,0,31,TRUE,FALSE
1,2,2013,9,12,0.643,0,0,0,0,43,TRUE,FALSE
0,3,2016,6,32,0.599,2,0,0,0,76,TRUE,FALSE
0,0,2014,1,10,0.9858,0,0,0,0,10,FALSE,TRUE
0,0,2013,3,0,0.9724,0,0,0,0,1,FALSE,TRUE
0,0,2013,8,5,0.8449,0,0,0,0,6,FALSE,TRUE
0,0,2013,1,48,0.9142,0,0,0,0,48,TRUE,FALSE
1,0,2016,2,35,1.0545,6,1,1,0,37,FALSE,TRUE
1,1,2018,3,24,0.8854,1,0,0,0,61,FALSE,TRUE
0,2,2019,6,14,0.9538,2,0,0,0,76,FALSE,TRUE
1,1,2015,1,14,1.0511,2,0,1,0,73,TRUE,FALSE
1,2,2017,9,31,1.0028,10,0,3,0,105,TRUE,FALSE
0,3,2019,6,20,0.9692,12,0,2,0,125,TRUE,FALSE
1,0,2017,5,50,1.1253,5,0,0,0,52,FALSE,TRUE
0,1,2019,6,24,1.0214,4,0,0,0,76,FALSE,TRUE
0,0,2019,6,125,0.9676,10,0,3,0,125,TRUE,FALSE
0,0,2014,1,10,0.885,0,0,0,0,10,FALSE,TRUE
0,0,2014,6,49,0.9327,0,0,0,0,49,TRUE,FALSE
0,0,2019,6,75,0.9676,1,0,0,0,76,FALSE,TRUE
1,0,2017,5,50,1.1253,4,0,0,0,52,FALSE,TRUE
0,1,2019,6,24,1.1226,8,1,0,0,76,FALSE,TRUE
0,0,2014,9,43,0.9338,0,0,0,0,143,FALSE,TRUE
0,0,2013,10,7,0.8449,0,0,0,0,8,FALSE,TRUE
0,1,2019,6,79,1.01,10,0,5,0,125,TRUE,FALSE
0,0,2014,5,14,0.8181,0,0,0,0,15,FALSE,TRUE
1,0,2014,11,47,1.0002,1,0,0,0,114,FALSE,TRUE
0,1,2019,6,54,1.0106,8,6,1,1,169,FALSE,TRUE
0,0,2019,6,75,1.0246,12,0,2,0,76,FALSE,TRUE
0,0,2013,4,1,0.8239,0,0,0,0,2,FALSE,TRUE
0,0,2014,1,10,0.8449,0,0,0,0,10,FALSE,TRUE
0,0,2014,1,10,0.8449,0,0,0,0,10,FALSE,TRUE
0,0,2010,4,14,0.9724,0,0,0,0,13,FALSE,TRUE
1,1,2013,7,22,1.1062,0,0,0,0,55,FALSE,TRUE
1,2,2017,9,49,1.4775,5,5,0,1,105,FALSE,TRUE
0,3,2019,6,20,1.3183,4,2,1,1,125,FALSE,TRUE
0,0,2010,11,16,0.9724,0,0,0,0,16,FALSE,TRUE
0,0,2011,7,24,0.9724,0,0,0,0,24,FALSE,TRUE
1,1,2017,6,40,1.0605,8,6,0,1,102,FALSE,TRUE
1,2,2018,12,17,0.9642,6,1,1,1,119,FALSE,TRUE
0,3,2019,6,5,0.8809,4,0,0,1,125,FALSE,TRUE
1,0,2014,8,11,1.053,0,0,0,0,13,TRUE,FALSE
1,1,2017,3,30,1.0296,2,0,0,1,44,TRUE,FALSE
0,2,2018,10,18,1.0317,4,0,1,0,62,TRUE,FALSE
1,0,2018,12,109,1.1418,2,0,0,0,109,FALSE,TRUE
0,1,2019,6,5,1.179,1,0,0,0,115,FALSE,TRUE
0,0,2019,6,119,1.2876,2,3,0,0,119,FALSE,TRUE
0,0,2019,6,119,1.3621,12,3,0,0,119,FALSE,TRUE
1,0,2017,7,96,1.1317,1,1,0,0,97,FALSE,TRUE
0,1,2019,6,22,1.1014,2,2,1,0,119,FALSE,TRUE
1,0,2016,12,45,1.0793,7,0,0,0,46,FALSE,TRUE
0,1,2018,5,16,0.8781,16,0,0,0,62,FALSE,TRUE
0,0,2011,7,24,0.9724,0,0,0,0,24,FALSE,TRUE
0,0,2013,9,6,1.3885,0,0,0,0,6,FALSE,TRUE
0,0,2010,1,6,0.9724,0,0,0,0,6,FALSE,TRUE
0,0,2019,6,125,1.0703,10,3,1,0,196,TRUE,FALSE
0,0,2019,6,3,1.0971,0,0,0,1,4,TRUE,FALSE
0,0,2014,2,11,0.9686,0,0,0,0,12,FALSE,TRUE
0,0,2019,6,75,1.1598,7,2,0,0,76,FALSE,TRUE
0,1,2019,6,112,1.3093,3,3,0,0,125,FALSE,TRUE
0,0,2013,3,0,0.9724,0,0,0,0,1,FALSE,TRUE
0,1,2011,8,18,0.9724,0,0,0,0,31,FALSE,TRUE
0,0,2013,3,0,0.9724,0,0,0,0,1,FALSE,TRUE
0,1,2012,8,30,0.8734,0,0,0,0,43,FALSE,TRUE
0,0,2013,4,1,1,0,0,0,0,1,FALSE,TRUE
0,1,2011,8,18,0.9724,0,0,0,0,31,FALSE,TRUE
0,0,2009,3,2,0.9724,0,0,0,0,2,FALSE,TRUE
0,1,2019,6,112,1.2876,6,1,1,0,125,FALSE,TRUE
0,0,2013,4,1,1,0,0,0,0,2,FALSE,TRUE
0,1,2011,7,17,0.9724,0,0,0,0,30,FALSE,TRUE
0,1,2010,9,7,0.9724,0,0,0,0,19,FALSE,TRUE
0,1,2013,6,40,1.1636,0,0,0,0,53,FALSE,TRUE
0,1,2011,10,20,0.9724,0,0,0,0,33,FALSE,TRUE
0,0,2013,11,8,1.36,0,0,0,0,9,FALSE,TRUE
0,0,2013,3,0,0.8814,0,0,0,0,0,FALSE,TRUE
0,0,2009,8,7,0.9724,0,0,0,0,7,FALSE,TRUE
1,0,2016,4,37,1.0402,6,2,0,0,39,FALSE,TRUE
0,1,2019,6,37,1.0727,6,3,0,0,76,FALSE,TRUE
0,0,2009,11,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2010,1,12,0.9724,0,0,0,0,12,FALSE,TRUE
1,1,2015,8,39,0.9683,2,0,0,0,151,TRUE,FALSE
0,2,2016,6,9,0.904,0,0,0,0,161,TRUE,FALSE
1,0,2016,2,35,0.9257,1,2,1,0,36,FALSE,TRUE
1,1,2017,6,15,0.8893,0,2,0,0,52,FALSE,TRUE
1,2,2018,12,17,0.7861,0,1,0,0,69,FALSE,TRUE
0,3,2019,6,5,0.7116,0,2,0,1,75,FALSE,TRUE
0,0,2009,5,4,0.9724,0,0,0,0,4,FALSE,TRUE
1,1,2013,7,2,0.9366,0,0,0,0,126,TRUE,FALSE
1,2,2016,2,30,0.8584,9,2,1,1,157,TRUE,FALSE
1,3,2017,12,21,1.029,4,0,0,0,178,TRUE,FALSE
0,4,2019,6,17,1.0383,0,1,0,1,196,TRUE,FALSE
0,0,2013,3,0,0.9724,0,0,0,0,0,FALSE,TRUE
0,1,2010,12,10,0.9724,0,0,0,0,23,FALSE,TRUE
1,1,2018,12,106,1.0668,1,0,0,0,119,FALSE,TRUE
0,2,2019,6,5,1.0828,1,1,1,0,125,FALSE,TRUE
0,1,2019,6,112,1.0418,1,0,0,0,125,FALSE,TRUE
0,0,2013,10,7,1.2857,0,0,0,0,8,FALSE,TRUE
0,0,2009,2,0,0.9724,0,0,0,0,0,FALSE,TRUE
1,0,2014,7,16,1.0032,0,0,0,0,18,FALSE,TRUE
1,1,2017,7,35,0.9862,4,1,0,0,54,FALSE,TRUE
0,2,2019,6,22,1.0293,1,0,0,0,76,FALSE,TRUE
0,1,2015,8,66,1.0494,0,0,0,0,79,FALSE,TRUE
0,0,2013,3,0,0.9724,0,0,0,0,1,FALSE,TRUE
0,1,2019,6,112,1.331,4,3,0,0,125,FALSE,TRUE
0,0,2019,6,75,1.0573,12,3,1,0,76,FALSE,TRUE
0,1,2010,6,4,0.9724,0,0,0,0,16,FALSE,TRUE
0,0,2016,12,45,0.9257,2,1,0,0,46,FALSE,TRUE
0,1,2011,9,19,0.9724,0,0,0,0,32,FALSE,TRUE
1,0,2018,4,61,0.9862,3,1,1,0,63,FALSE,TRUE
0,1,2019,6,13,0.9354,2,0,0,0,76,FALSE,TRUE
1,1,2015,5,63,1.1435,0,0,0,0,77,FALSE,TRUE
0,2,2019,5,47,1.0673,3,0,0,0,124,FALSE,TRUE
1,1,2010,3,1,0.9724,0,0,0,0,15,FALSE,TRUE
0,2,2011,8,16,0.9724,0,0,0,0,31,FALSE,TRUE
0,1,2011,6,16,0.9724,0,0,0,0,29,FALSE,TRUE
0,1,2010,11,9,0.9724,0,0,0,0,21,FALSE,TRUE
1,1,2010,3,1,0.7438,0,0,0,0,15,FALSE,TRUE
1,2,2011,11,19,0.7438,0,0,0,0,35,FALSE,TRUE
1,3,2012,10,10,1.1052,0,0,0,0,46,FALSE,TRUE
1,4,2015,5,30,0.9743,0,0,0,0,77,FALSE,TRUE
1,4,2018,9,39,0.9883,7,1,0,1,116,FALSE,TRUE
0,4,2019,6,8,0.8864,4,0,0,1,125,FALSE,TRUE
0,0,2013,4,1,1.0285,0,0,0,0,1,FALSE,TRUE
0,1,2011,5,15,0.9724,0,0,0,0,28,FALSE,TRUE
1,0,2015,9,30,1.0765,1,0,0,0,31,FALSE,TRUE
0,1,2019,6,44,1.0361,3,0,0,0,75,FALSE,TRUE
0,1,2013,12,46,0.9599,0,0,0,0,59,FALSE,TRUE
0,0,2014,1,10,0.9458,0,0,0,0,10,FALSE,TRUE
0,1,2011,1,11,0.9724,0,0,0,0,23,FALSE,TRUE
0,1,2011,10,20,0.9724,0,0,0,0,33,FALSE,TRUE
0,0,2015,7,28,0.9431,0,0,0,1,28,FALSE,FALSE
0,1,2010,12,10,0.9724,0,0,0,0,23,FALSE,TRUE
0,0,2019,6,125,0.965,1,4,0,0,196,TRUE,FALSE
0,0,2013,6,53,0.988,0,0,0,0,53,FALSE,TRUE
0,1,2019,6,18,1.21,7,1,1,0,125,FALSE,TRUE
0,0,2013,11,58,1.0047,0,0,0,0,58,FALSE,TRUE
0,0,2019,6,125,1.1179,5,1,0,0,125,FALSE,TRUE
1,1,2017,7,41,1.0287,2,2,0,1,103,FALSE,TRUE
1,2,2018,11,15,0.9226,0,0,0,1,119,FALSE,TRUE
0,3,2019,6,6,1.0059,0,0,0,1,125,FALSE,TRUE
1,1,2015,10,27,0.9927,3,0,0,0,82,FALSE,TRUE
0,2,2019,6,43,1.276,9,1,0,0,125,FALSE,TRUE
0,0,2019,6,125,1.3807,3,2,0,0,125,FALSE,TRUE
1,1,2017,11,45,1.0287,8,2,0,0,107,FALSE,TRUE
0,2,2019,6,18,0.9855,8,1,1,0,125,FALSE,TRUE
0,1,2019,6,64,1.0883,7,1,1,0,125,FALSE,TRUE
1,1,2017,6,40,1.0287,2,4,0,0,102,FALSE,TRUE
0,2,2019,6,23,1.0159,5,2,0,0,125,FALSE,TRUE
0,1,2019,6,123,1.3186,15,2,0,0,125,FALSE,TRUE
0,1,2010,12,10,0.9724,0,0,0,0,23,FALSE,TRUE
0,0,2012,10,45,1.0392,0,0,0,0,45,FALSE,TRUE
0,0,2013,6,2,0.8235,0,0,0,0,3,FALSE,TRUE
0,0,2013,4,0,0.8235,0,0,0,0,1,FALSE,TRUE
0,0,2013,6,2,0.8235,0,0,0,0,2,FALSE,TRUE
0,0,2013,5,1,0.8235,0,0,0,0,2,FALSE,TRUE
0,0,2013,4,0,0.8235,0,0,0,0,1,FALSE,TRUE
0,0,2014,6,14,0.9686,0,0,0,0,14,FALSE,TRUE
0,0,2009,4,3,0.9724,0,0,0,0,9,FALSE,FALSE
0,0,2019,6,74,1.1194,3,0,0,0,75,FALSE,TRUE
1,0,2014,7,42,0.961,0,0,0,0,44,TRUE,FALSE
0,1,2016,11,27,0.8775,0,4,0,0,72,TRUE,FALSE
0,0,2014,7,15,0.8792,0,0,0,0,16,FALSE,TRUE
0,0,2013,6,2,0.8235,0,0,0,0,3,FALSE,TRUE
0,0,2019,6,74,1.1495,11,0,0,0,75,FALSE,TRUE
1,1,2012,1,4,0.9741,0,0,0,0,153,FALSE,TRUE
1,2,2015,5,11,1.0295,2,0,1,0,11,FALSE,TRUE
1,3,2017,12,30,0.9663,10,2,4,0,204,FALSE,TRUE
0,4,2019,6,17,0.9753,7,2,1,0,222,FALSE,TRUE
1,1,2018,8,83,1.0842,4,8,1,1,213,FALSE,TRUE
0,2,2019,6,9,0.9273,0,0,2,1,222,FALSE,TRUE
0,0,2012,7,42,0.9968,0,0,0,0,42,TRUE,FALSE
0,0,2011,9,32,0.9724,0,0,0,0,32,TRUE,FALSE
0,1,2014,6,13,0.9171,0,0,0,0,65,TRUE,FALSE
0,0,2016,11,94,1.1384,1,2,0,0,95,TRUE,FALSE
1,1,2009,11,4,0.9724,0,0,0,0,11,TRUE,FALSE
0,2,2010,7,7,0.9724,0,0,0,0,18,TRUE,FALSE
0,0,2018,1,77,0.5015,0,0,0,0,77,FALSE,FALSE
0,0,2016,7,39,1.0346,3,0,0,0,40,FALSE,TRUE
0,0,2019,6,74,1.0549,4,0,1,0,75,FALSE,TRUE
1,0,2016,10,72,0.9889,3,0,0,1,178,FALSE,TRUE
0,1,2017,7,8,0.7979,0,0,1,1,186,FALSE,TRUE
0,0,2009,11,10,0.9724,0,0,0,0,10,TRUE,FALSE
1,0,2018,10,23,1.014,2,0,0,0,25,FALSE,FALSE
0,1,2019,6,7,1.0725,1,0,0,0,32,TRUE,FALSE
0,0,2010,4,15,0.9724,0,0,0,0,86,FALSE,FALSE
1,0,2019,1,69,1.1705,0,0,0,1,71,TRUE,FALSE
0,1,2019,6,4,1.0397,0,0,1,1,75,TRUE,FALSE
0,0,2018,6,62,0.8796,0,0,0,0,63,TRUE,FALSE
0,0,2019,5,47,1,6,1,5,0,48,TRUE,FALSE
0,0,2015,4,24,0.8147,0,0,0,0,24,FALSE,TRUE
0,0,2013,6,2,0.945,0,0,0,0,3,TRUE,FALSE
1,0,2016,12,44,1.0234,4,1,11,0,46,TRUE,FALSE
0,1,2019,6,29,1.0218,7,0,6,0,75,TRUE,FALSE
0,0,2011,9,32,0.9724,0,0,0,0,79,TRUE,FALSE
0,0,2016,3,35,0.9281,1,0,5,0,36,TRUE,FALSE
0,0,2014,1,59,1.0651,0,0,0,0,59,FALSE,TRUE
0,0,2013,11,7,0.8925,0,0,0,0,8,FALSE,TRUE
0,0,2014,7,15,1.0302,0,0,0,0,16,FALSE,TRUE
0,0,2012,11,46,1.1147,0,0,0,0,117,TRUE,FALSE
0,0,2019,6,125,1.018,6,3,0,0,196,TRUE,FALSE
1,0,2017,12,54,1.0702,11,2,4,0,54,TRUE,FALSE
0,1,2019,3,14,0.9728,6,1,2,0,69,TRUE,FALSE
0,1,2019,6,75,1.0422,21,1,8,0,125,TRUE,FALSE
0,1,2016,11,3,0.9349,0,0,0,0,95,TRUE,FALSE
0,1,2019,6,17,0.9553,7,0,0,0,125,TRUE,FALSE
0,1,2014,12,36,0.8845,1,0,1,0,71,TRUE,FALSE
0,1,2013,10,15,0.8517,0,0,0,0,57,FALSE,TRUE
1,1,2012,6,21,0.9511,0,0,0,1,42,FALSE,TRUE
0,2,2013,10,15,0.7295,0,0,0,0,57,FALSE,TRUE
1,1,2011,7,10,0.9724,0,0,0,0,31,FALSE,TRUE
0,2,2011,12,4,0.9724,0,0,0,0,35,FALSE,TRUE
0,1,2011,9,8,0.9724,0,0,0,0,32,FALSE,TRUE
0,1,2011,9,8,0.9724,0,0,0,0,32,FALSE,TRUE
0,0,2014,1,60,0.967,0,0,0,0,60,TRUE,FALSE
0,0,2019,6,125,0.8845,1,0,2,0,125,TRUE,FALSE
0,1,2015,8,59,0.9293,0,0,0,0,79,TRUE,FALSE
0,0,2009,4,3,0.9724,0,0,0,0,3,TRUE,FALSE
0,0,2019,5,51,0.9248,6,2,1,0,53,TRUE,FALSE
0,1,2019,6,71,1.0246,4,3,1,0,125,TRUE,FALSE
0,0,2018,5,61,0.9443,0,1,0,0,62,FALSE,FALSE
0,1,2019,6,79,1.1696,18,2,2,0,125,FALSE,TRUE
0,0,2009,12,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2017,11,6,0.8866,1,0,0,0,134,FALSE,TRUE
0,0,2017,9,4,0.872,0,0,0,1,203,FALSE,TRUE
1,1,2012,1,16,1.0722,0,0,0,0,37,FALSE,TRUE
0,2,2017,9,67,1.5914,3,4,0,0,104,FALSE,TRUE
0,1,2018,4,91,1.1403,0,0,1,0,110,FALSE,TRUE
0,0,2015,11,23,0.8654,2,0,0,0,23,FALSE,TRUE
1,0,2016,11,43,1.0177,5,2,0,0,45,FALSE,TRUE
0,1,2019,6,30,1.0559,7,0,0,0,75,FALSE,TRUE
0,0,2010,8,19,0.9724,0,0,0,0,19,TRUE,FALSE
0,0,2019,1,59,1.2483,0,0,1,0,60,FALSE,TRUE
0,0,2013,6,2,0.8239,0,0,0,0,3,FALSE,TRUE
0,0,2013,7,3,0.8568,0,0,0,0,4,FALSE,TRUE
0,0,2014,1,9,0.8449,0,0,0,0,9,FALSE,TRUE
1,0,2014,5,13,0.8531,0,0,0,0,14,FALSE,TRUE
0,1,2019,6,60,0.8394,4,0,3,0,75,FALSE,TRUE
1,0,2014,6,14,0.8251,0,0,0,0,15,FALSE,TRUE
1,1,2018,3,44,0.8234,9,0,1,0,60,FALSE,TRUE
0,2,2019,6,14,0.9298,4,0,0,0,75,FALSE,TRUE
0,0,2009,11,10,0.9724,0,0,0,0,10,TRUE,FALSE
1,0,2014,6,14,0.8951,0,0,0,0,15,FALSE,TRUE
0,1,2019,6,59,0.9429,11,0,5,0,75,FALSE,TRUE
0,1,2019,6,93,1.0466,15,0,5,0,143,FALSE,TRUE
1,0,2014,10,18,0.8508,0,0,0,0,20,FALSE,TRUE
0,1,2016,7,20,0.9551,0,0,0,0,41,FALSE,TRUE
0,1,2013,10,11,0.7514,0,0,0,0,57,FALSE,TRUE
1,0,2014,10,18,0.8372,0,0,0,0,20,FALSE,TRUE
1,1,2019,4,53,1.1527,2,3,0,0,74,FALSE,TRUE
0,2,2019,6,1,1.0921,0,0,0,0,75,FALSE,TRUE
1,0,2014,10,18,0.8417,0,0,0,0,20,FALSE,TRUE
0,1,2019,6,55,1.0811,0,2,0,0,75,FALSE,TRUE
0,0,2013,8,4,0.9828,0,0,0,0,5,FALSE,FALSE
0,0,2011,9,28,0.9724,0,0,0,0,29,FALSE,TRUE
0,0,2011,6,28,0.9724,0,0,0,0,28,FALSE,TRUE
0,1,2013,10,14,0.8307,0,0,0,0,56,FALSE,TRUE
0,1,2019,6,94,1.084,1,4,1,1,125,TRUE,FALSE
1,1,2014,10,35,0.9326,0,0,0,1,70,TRUE,FALSE
0,2,2016,2,15,0.8148,0,0,0,1,85,TRUE,FALSE
0,0,2016,9,92,1.0792,1,0,0,0,92,TRUE,FALSE
0,0,2011,3,25,0.9724,0,0,0,0,25,TRUE,FALSE
1,1,2014,10,49,0.9259,0,0,0,1,70,TRUE,FALSE
1,2,2016,5,18,0.9866,0,0,0,1,89,TRUE,FALSE
0,3,2019,6,36,1.0105,0,2,1,0,125,TRUE,FALSE
1,0,2017,2,34,0.9028,5,1,4,0,36,TRUE,FALSE
0,1,2019,6,27,1.0284,9,0,10,0,63,TRUE,FALSE
0,0,2016,11,64,0.8852,5,0,1,0,96,TRUE,FALSE
0,0,2019,6,100,1.1132,9,2,4,0,327,FALSE,TRUE
0,1,2019,6,93,0.9625,10,2,3,1,310,FALSE,TRUE
1,0,2014,4,12,0.9471,0,0,0,0,14,FALSE,TRUE
0,1,2019,6,61,1.0686,4,2,0,0,75,FALSE,TRUE
0,0,2014,9,17,0.9602,0,0,0,0,18,FALSE,TRUE
0,0,2014,3,11,0.9341,0,0,0,0,12,FALSE,TRUE
1,0,2014,10,18,0.8349,0,0,0,0,20,FALSE,TRUE
0,1,2017,4,29,0.9835,1,0,0,0,49,FALSE,TRUE
1,0,2014,10,18,0.8168,0,0,0,0,20,FALSE,TRUE
0,1,2019,6,55,1.0418,1,2,0,0,75,FALSE,TRUE
0,0,2013,8,4,0.8673,0,0,0,0,5,FALSE,TRUE
0,0,2013,6,2,0.8673,0,0,0,0,3,FALSE,TRUE
1,0,2014,10,18,0.8191,0,0,0,0,20,FALSE,TRUE
0,1,2017,11,36,0.9491,0,1,0,0,56,FALSE,TRUE
0,0,2013,7,3,0.8673,0,0,0,0,4,FALSE,TRUE
0,0,2014,10,18,1.0174,0,0,0,0,19,FALSE,TRUE
1,0,2014,4,12,0.9914,0,0,0,0,14,FALSE,TRUE
0,1,2016,3,22,0.9739,0,0,0,0,36,FALSE,TRUE
0,0,2013,8,4,0.8673,0,0,0,0,5,FALSE,TRUE
0,1,2015,5,45,0.7533,1,0,0,0,76,FALSE,TRUE
0,0,2014,5,13,1.0018,0,0,0,0,14,FALSE,TRUE
0,0,2013,8,4,0.8673,0,0,0,0,5,FALSE,TRUE
1,0,2014,10,18,0.8236,0,0,0,0,20,FALSE,TRUE
0,1,2015,7,8,0.9125,0,0,0,0,28,FALSE,TRUE
1,0,2014,10,18,0.8281,0,0,0,0,20,FALSE,TRUE
0,1,2019,6,55,1.0382,2,1,0,0,75,FALSE,TRUE
0,0,2018,8,64,0.9444,7,0,0,0,65,FALSE,TRUE
0,0,2015,3,23,0.9934,0,0,0,0,24,FALSE,TRUE
0,0,2015,3,23,0.9934,0,1,0,0,24,FALSE,TRUE
0,0,2016,11,43,1.0186,2,0,0,0,44,FALSE,TRUE
0,0,2016,2,34,0.9644,2,0,0,0,35,FALSE,TRUE
0,0,2016,2,34,0.9644,2,0,0,0,35,FALSE,TRUE
0,0,2018,3,59,0.976,6,2,0,0,60,FALSE,TRUE
0,0,2016,2,34,0.9743,5,0,0,0,35,FALSE,TRUE
0,0,2016,2,34,0.9694,4,0,0,0,35,FALSE,TRUE
0,0,2015,3,23,0.9934,0,0,0,0,24,FALSE,TRUE
0,0,2011,9,32,0.9724,0,0,0,0,73,TRUE,FALSE
0,0,2017,8,52,0.9835,3,1,0,0,53,FALSE,TRUE
1,0,2013,1,11,1.0038,0,0,0,0,13,TRUE,FALSE
0,1,2019,6,76,0.9624,4,2,1,0,89,TRUE,FALSE
1,0,2014,7,15,0.9157,0,0,0,0,17,FALSE,TRUE
0,1,2016,3,19,0.848,1,0,0,0,36,FALSE,TRUE
1,0,2015,9,29,1.0035,0,0,0,0,31,FALSE,TRUE
0,1,2016,3,5,0.8693,0,0,0,0,36,FALSE,TRUE
0,0,2017,2,46,0.9349,1,0,0,0,47,FALSE,TRUE
1,0,2014,7,15,0.9157,0,0,0,0,17,FALSE,TRUE
0,1,2017,2,30,0.8589,2,0,0,0,47,FALSE,TRUE
0,0,2015,3,23,1.0035,0,0,0,0,24,FALSE,TRUE
1,1,2015,11,51,1.0072,7,0,0,0,154,TRUE,FALSE
0,2,2019,6,42,1.1082,7,3,0,1,196,TRUE,FALSE
0,0,2015,3,23,0.9832,0,0,0,0,24,FALSE,TRUE
1,1,2012,2,17,0.9983,0,0,0,1,109,TRUE,FALSE
1,2,2014,8,29,0.9482,0,0,0,1,139,TRUE,FALSE
0,3,2019,6,57,1.0732,0,0,2,1,196,TRUE,FALSE
0,0,2015,11,31,0.9546,0,0,0,0,32,FALSE,TRUE
0,1,2014,1,38,0.9707,0,0,0,0,59,TRUE,FALSE
0,0,2015,3,23,0.9832,0,0,0,0,24,FALSE,TRUE
0,1,2016,4,64,0.9039,6,0,0,0,86,TRUE,FALSE
1,0,2015,9,29,1.0035,0,0,0,0,31,FALSE,TRUE
0,1,2016,3,5,0.8693,0,0,0,0,36,FALSE,TRUE
0,1,2016,4,65,0.9039,7,0,0,0,86,TRUE,FALSE
0,0,2016,3,35,0.9644,0,0,0,0,36,FALSE,TRUE
1,1,2012,8,21,1.0294,0,0,0,0,43,TRUE,FALSE
0,2,2016,4,43,0.9039,7,0,0,0,86,TRUE,FALSE
0,0,2015,3,23,1.0035,0,0,0,0,24,FALSE,TRUE
0,1,2016,4,64,0.9039,10,0,1,0,86,TRUE,FALSE
0,0,2016,3,35,0.9644,0,0,0,0,36,FALSE,TRUE
1,0,2015,5,51,1.0261,2,1,0,1,112,TRUE,FALSE
1,1,2018,4,34,0.9892,3,0,0,0,147,TRUE,FALSE
0,2,2019,6,13,0.9991,2,0,0,0,160,TRUE,FALSE
0,0,2016,3,35,0.9743,0,0,0,0,36,FALSE,TRUE
0,0,2016,7,39,0.9743,2,0,0,0,40,FALSE,TRUE
1,1,2012,11,25,1.0568,0,0,0,0,46,TRUE,FALSE
1,2,2017,6,54,1.051,7,1,3,0,101,TRUE,FALSE
0,3,2019,6,23,1.0546,5,1,3,0,124,TRUE,FALSE
0,0,2009,11,10,0.9724,0,0,0,0,81,TRUE,FALSE
0,0,2015,3,23,0.9832,0,0,0,0,24,FALSE,TRUE
0,0,2010,9,18,0.9724,0,0,0,0,19,TRUE,FALSE
1,1,2018,8,81,1.1505,2,3,0,0,187,TRUE,FALSE
0,2,2019,6,9,0.9363,3,0,1,1,196,TRUE,FALSE
0,0,2016,7,39,0.9546,1,0,0,0,39,FALSE,TRUE
1,1,2012,3,18,1.0756,0,0,0,0,38,TRUE,FALSE
1,2,2017,2,58,1.1187,13,1,4,0,97,TRUE,FALSE
0,3,2019,6,27,1.1309,10,0,6,0,124,TRUE,FALSE
0,0,2011,2,23,0.9724,0,0,0,0,24,TRUE,FALSE
1,1,2014,1,29,0.9362,0,0,0,0,60,TRUE,FALSE
1,2,2018,12,58,1.02,12,0,13,0,118,TRUE,FALSE
0,3,2019,6,5,1.0026,0,0,0,1,124,TRUE,FALSE
0,1,2019,6,31,1.0326,12,2,7,0,124,TRUE,FALSE
0,0,2019,6,123,0.9538,13,0,4,0,124,TRUE,FALSE
1,1,2013,4,27,0.9048,0,0,0,1,51,TRUE,FALSE
0,2,2017,9,52,0.8724,6,3,4,1,103,TRUE,FALSE
0,1,2016,4,65,0.9039,4,0,0,0,86,TRUE,FALSE
0,0,2013,6,2,0.8673,0,0,0,0,3,FALSE,TRUE
0,0,2018,5,7,0.9686,1,0,0,0,62,TRUE,FALSE
1,1,2017,1,35,0.8765,4,0,4,0,96,TRUE,FALSE
1,2,2018,9,19,0.9208,3,0,0,0,115,TRUE,FALSE
0,3,2019,6,8,0.8969,0,0,0,0,124,TRUE,FALSE
0,0,2018,11,55,0.6607,1,1,0,0,56,FALSE,TRUE
1,1,2012,10,31,0.9776,0,0,0,0,45,FALSE,TRUE
0,2,2019,6,79,1.0376,10,1,0,0,124,FALSE,TRUE
1,0,2014,10,6,0.8223,0,0,0,0,8,FALSE,TRUE
1,1,2017,7,32,1.006,3,0,0,0,41,FALSE,TRUE
